year,name,avg
2014,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",875.0
2013,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",975.0
2012,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250.0
2011,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",975.0
2010,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",975.0
2009,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",925.0
2008,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",925.0
2007,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",975.0
2006,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250.0
2005,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250.0
2019,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",475.0
2018,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",475.0
2017,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",475.0
2016,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",525.0
2015,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",525.0
2014,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",575.0
2013,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",525.0
2012,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",525.0
2011,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",475.0
2010,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",475.0
2009,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",425.0
2008,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",425.0
2007,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",425.0
2006,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",425.0
2005,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",425.0
2019,Державне Південне виробничо-технічне підприємство,72.5
2018,Державне Південне виробничо-технічне підприємство,87.5
2017,Державне Південне виробничо-технічне підприємство,72.5
2016,Державне Південне виробничо-технічне підприємство,72.5
2015,Державне Південне виробничо-технічне підприємство,72.5
2014,Державне Південне виробничо-технічне підприємство,67.5
2013,Державне Південне виробничо-технічне підприємство,72.5
2012,Державне Південне виробничо-технічне підприємство,67.5
2011,Державне Південне виробничо-технічне підприємство,62.5
2010,Державне Південне виробничо-технічне підприємство,62.5
2009,Державне Південне виробничо-технічне підприємство,67.5
2008,Державне Південне виробничо-технічне підприємство,67.5
2007,Державне Південне виробничо-технічне підприємство,57.5
2006,Державне Південне виробничо-технічне підприємство,47.5
2005,Державне Південне виробничо-технічне підприємство,52.5
2019,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",27.5
2018,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",32.5
2015,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",42.5
2014,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",57.5
2013,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",67.5
2012,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",72.5
2011,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",125.0
2010,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",125.0
2009,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",125.0
2008,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",175.0
2007,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",175.0
2006,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",175.0
2005,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",275.0
2019,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",575.0
2018,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",575.0
2017,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",625.0
2016,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",675.0
2015,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",725.0
2014,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",725.0
2013,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",725.0
2012,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",725.0
2011,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",775.0
2010,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",775.0
2009,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",775.0
2008,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",825.0
2007,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",825.0
2006,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",875.0
2005,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",975.0
2019,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,32.5
2018,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,42.5
2017,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,125.0
2016,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,125.0
2015,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,175.0
2014,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,175.0
2013,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,225.0
2012,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,325.0
2011,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,375.0
2010,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,375.0
2009,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,475.0
2008,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,525.0
2007,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,625.0
2006,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,725.0
2005,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,725.0
2019,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",92.5
2018,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2017,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2016,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2015,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2014,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2013,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2012,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",97.5
2011,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2010,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",125.0
2009,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",175.0
2008,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",175.0
2007,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",225.0
2006,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",275.0
2005,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",225.0
2019,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",725.0
2018,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",825.0
2015,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",825.0
2014,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",825.0
2013,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",825.0
2012,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",825.0
2011,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",975.0
2010,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",975.0
2009,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",975.0
2008,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",125.0
2007,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",1250.0
2006,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",1250.0
2005,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",1250.0
2019,"Державне підприємство ""Київський державний завод ""Буревісник""",72.5
2018,"Державне підприємство ""Київський державний завод ""Буревісник""",72.5
2015,"Державне підприємство ""Київський державний завод ""Буревісник""",125.0
2014,"Державне підприємство ""Київський державний завод ""Буревісник""",125.0
2013,"Державне підприємство ""Київський державний завод ""Буревісник""",375.0
2012,"Державне підприємство ""Київський державний завод ""Буревісник""",475.0
2011,"Державне підприємство ""Київський державний завод ""Буревісник""",625.0
2010,"Державне підприємство ""Київський державний завод ""Буревісник""",625.0
2009,"Державне підприємство ""Київський державний завод ""Буревісник""",725.0
2008,"Державне підприємство ""Київський державний завод ""Буревісник""",825.0
2007,"Державне підприємство ""Київський державний завод ""Буревісник""",875.0
2006,"Державне підприємство ""Київський державний завод ""Буревісник""",925.0
2005,"Державне підприємство ""Київський державний завод ""Буревісник""",925.0
2019,"Державне підприємство Завод ""Генератор""",475.0
2018,"Державне підприємство Завод ""Генератор""",475.0
2015,"Державне підприємство Завод ""Генератор""",575.0
2014,"Державне підприємство Завод ""Генератор""",575.0
2013,"Державне підприємство Завод ""Генератор""",725.0
2012,"Державне підприємство Завод ""Генератор""",775.0
2011,"Державне підприємство Завод ""Генератор""",875.0
2007,"Державне підприємство Завод ""Генератор""",1750.0
2019,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2750.0
2018,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2750.0
2017,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2750.0
2016,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2750.0
2015,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2750.0
2014,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",3250.0
2013,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",3250.0
2019,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",7.5
2018,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",12.5
2017,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",12.5
2016,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2015,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2014,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2013,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2012,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2011,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2010,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2009,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2008,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1.0
2007,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",17.5
2006,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",22.5
2005,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",37.5
2019,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",325.0
2018,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",525.0
2017,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",625.0
2016,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",775.0
2015,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",775.0
2014,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",825.0
2013,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1250.0
2012,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1250.0
2011,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1250.0
2010,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1250.0
2009,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1250.0
2008,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1750.0
2007,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",1750.0
2006,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",2250.0
2005,"Державне підприємство ""Суднобудівний завод ім. 61 комунара""",2750.0
2019,"Запорізьке державне підприємство ""Радіоприлад""",325.0
2018,"Запорізьке державне підприємство ""Радіоприлад""",375.0
2015,"Запорізьке державне підприємство ""Радіоприлад""",525.0
2014,"Запорізьке державне підприємство ""Радіоприлад""",575.0
2013,"Запорізьке державне підприємство ""Радіоприлад""",625.0
2012,"Запорізьке державне підприємство ""Радіоприлад""",675.0
2011,"Запорізьке державне підприємство ""Радіоприлад""",925.0
2010,"Запорізьке державне підприємство ""Радіоприлад""",925.0
2009,"Запорізьке державне підприємство ""Радіоприлад""",975.0
2008,"Запорізьке державне підприємство ""Радіоприлад""",1250.0
2007,"Запорізьке державне підприємство ""Радіоприлад""",1250.0
2006,"Запорізьке державне підприємство ""Радіоприлад""",1250.0
2005,"Запорізьке державне підприємство ""Радіоприлад""",1750.0
2019,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",52.5
2018,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",52.5
2017,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",52.5
2016,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",175.0
2015,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",175.0
2014,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",175.0
2013,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2012,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2011,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2010,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2009,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2008,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",225.0
2007,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",325.0
2006,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",375.0
2005,"Казенне підприємство ""Харківське конструкторське бюро з двигунобудування""",425.0
2019,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2750.0
2018,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2017,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2016,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2015,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2750.0
2014,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2750.0
2013,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2750.0
2012,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2750.0
2011,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2010,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2009,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2008,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3250.0
2007,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",2250.0
2006,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3750.0
2005,"Казенне підприємство ""Науково-виробничий комплекс ""Іскра""",3750.0
2018,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",1.0
2015,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",1.0
2014,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",1.0
2013,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2012,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2011,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2010,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2009,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2008,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2007,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2006,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2005,"Державне виробничо-технічне підприємство ""Південавіапромналадка""",7.5
2019,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",2750.0
2018,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2017,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",2750.0
2016,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",2750.0
2015,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",2750.0
2014,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",2750.0
2013,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2012,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3750.0
2011,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2010,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2009,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2008,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3750.0
2007,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3750.0
2006,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2005,"Казенне підприємство ""Шосткинський казенний завод ""Імпульс""",3250.0
2019,"Державне науково-дослідне підприємство ""Конекс""",37.5
2018,"Державне науково-дослідне підприємство ""Конекс""",42.5
2017,"Державне науково-дослідне підприємство ""Конекс""",42.5
2016,"Державне науково-дослідне підприємство ""Конекс""",42.5
2015,"Державне науково-дослідне підприємство ""Конекс""",42.5
2014,"Державне науково-дослідне підприємство ""Конекс""",42.5
2013,"Державне науково-дослідне підприємство ""Конекс""",42.5
2012,"Державне науково-дослідне підприємство ""Конекс""",32.5
2011,"Державне науково-дослідне підприємство ""Конекс""",57.5
2010,"Державне науково-дослідне підприємство ""Конекс""",57.5
2009,"Державне науково-дослідне підприємство ""Конекс""",57.5
2008,"Державне науково-дослідне підприємство ""Конекс""",67.5
2007,"Державне науково-дослідне підприємство ""Конекс""",67.5
2006,"Державне науково-дослідне підприємство ""Конекс""",72.5
2005,"Державне науково-дослідне підприємство ""Конекс""",77.5
2019,"Державне підприємство Науково-дослідний інститут ""Буран""",17.5
2018,"Державне підприємство Науково-дослідний інститут ""Буран""",17.5
2017,"Державне підприємство Науково-дослідний інститут ""Буран""",17.5
2014,"Державне підприємство Науково-дослідний інститут ""Буран""",27.5
2013,"Державне підприємство Науково-дослідний інститут ""Буран""",37.5
2012,"Державне підприємство Науково-дослідний інститут ""Буран""",52.5
2011,"Державне підприємство Науково-дослідний інститут ""Буран""",62.5
2010,"Державне підприємство Науково-дослідний інститут ""Буран""",62.5
2009,"Державне підприємство Науково-дослідний інститут ""Буран""",62.5
2008,"Державне підприємство Науково-дослідний інститут ""Буран""",62.5
2007,"Державне підприємство Науково-дослідний інститут ""Буран""",67.5
2006,"Державне підприємство Науково-дослідний інститут ""Буран""",82.5
2005,"Державне підприємство Науково-дослідний інститут ""Буран""",92.5
2018,"Казенне підприємство Шосткинський казенний завод ""Зірка""",625.0
2017,"Казенне підприємство Шосткинський казенний завод ""Зірка""",775.0
2016,"Казенне підприємство Шосткинський казенний завод ""Зірка""",775.0
2015,"Казенне підприємство Шосткинський казенний завод ""Зірка""",775.0
2014,"Казенне підприємство Шосткинський казенний завод ""Зірка""",775.0
2013,"Казенне підприємство Шосткинський казенний завод ""Зірка""",925.0
2012,"Казенне підприємство Шосткинський казенний завод ""Зірка""",925.0
2011,"Казенне підприємство Шосткинський казенний завод ""Зірка""",1250.0
2010,"Казенне підприємство Шосткинський казенний завод ""Зірка""",1250.0
2009,"Казенне підприємство Шосткинський казенний завод ""Зірка""",1250.0
2008,"Казенне підприємство Шосткинський казенний завод ""Зірка""",1750.0
2007,"Казенне підприємство Шосткинський казенний завод ""Зірка""",1750.0
2006,"Казенне підприємство Шосткинський казенний завод ""Зірка""",2250.0
2005,"Казенне підприємство Шосткинський казенний завод ""Зірка""",2250.0
2019,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",325.0
2018,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",375.0
2017,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",325.0
2016,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",325.0
2015,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",275.0
2014,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",325.0
2013,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",725.0
2012,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",1250.0
2011,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",1750.0
2010,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",1750.0
2009,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",2250.0
2008,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",2750.0
2007,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",3250.0
2006,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",3750.0
2005,"Державне підприємство ""Харківський приладобудівний завод ім. Т.Г. Шевченка""",4250.0
2019,"Державне підприємство ""Завод імені В.О. Малишева"" ",3750.0
2018,"Державне підприємство ""Завод імені В.О. Малишева"" ",3750.0
2015,"Державне підприємство ""Завод імені В.О. Малишева"" ",3250.0
2014,"Державне підприємство ""Завод імені В.О. Малишева"" ",2750.0
2013,"Державне підприємство ""Завод імені В.О. Малишева"" ",3250.0
2012,"Державне підприємство ""Завод імені В.О. Малишева"" ",4250.0
2018,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",12.5
2017,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2016,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2015,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2014,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2013,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",12.5
2012,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",12.5
2011,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",12.5
2010,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2009,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",22.5
2008,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",17.5
2007,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",22.5
2006,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",22.5
2005,"Державне підприємство ""Дослідно-конструкторське бюро авіації загального призначення""",22.5
2019,"Державне підприємство ""Виробниче об'єднання ""Карпати""",3750.0
2018,"Державне підприємство ""Виробниче об'єднання ""Карпати""",2750.0
2017,"Державне підприємство ""Виробниче об'єднання ""Карпати""",3250.0
2016,"Державне підприємство ""Виробниче об'єднання ""Карпати""",2750.0
2015,"Державне підприємство ""Виробниче об'єднання ""Карпати""",925.0
2014,"Державне підприємство ""Виробниче об'єднання ""Карпати""",975.0
2013,"Державне підприємство ""Виробниче об'єднання ""Карпати""",1250.0
2012,"Державне підприємство ""Виробниче об'єднання ""Карпати""",1250.0
2011,"Державне підприємство ""Виробниче об'єднання ""Карпати""",375.0
2010,"Державне підприємство ""Виробниче об'єднання ""Карпати""",375.0
2009,"Державне підприємство ""Виробниче об'єднання ""Карпати""",325.0
2008,"Державне підприємство ""Виробниче об'єднання ""Карпати""",375.0
