year,name,amount
2004,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",125000000.0
2005,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",115000000.0
2006,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",105000000.0
2007,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",93500000.0
2008,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",84500000.0
2009,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",105000000.0
2010,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",835000000.0
2011,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",895000000.0
2012,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",875000000.0
2013,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",865000000.0
2014,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",885000000.0
2015,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250000000.0
2016,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250000000.0
2017,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1250000000.0
2018,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1850000000.0
2019,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1650000000.0
2020,"Казенне підприємство ""Харківське конструкторське бюро з машинобудування імені О.О. Морозова""",1503518000.0
2000,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",5750000.0
2001,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",4750000.0
2002,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",5250000.0
2003,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",8150000.0
2004,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",8350000.0
2005,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",10500000.0
2006,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",14500000.0
2007,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",13500000.0
2008,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",20500000.0
2009,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",17500000.0
2010,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",23500000.0
2011,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",28500000.0
2012,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",43500000.0
2013,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",45500000.0
2014,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",48500000.0
2015,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",62500000.0
2016,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",71500000.0
2017,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",68500000.0
2018,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",76500000.0
2019,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",93500000.0
2020,"Державне підприємство ""Харківське агрегатне конструкторське бюро""",133030000.0
2000,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",3150000.0
2001,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",3250000.0
2002,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",2750000.0
2003,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",2750000.0
2004,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",2450000.0
2005,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",1950000.0
2006,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",2550000.0
2007,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",3450000.0
2008,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",4250000.0
2009,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",3350000.0
2010,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",5850000.0
2011,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",6350000.0
2012,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",6850000.0
2013,"Державне підприємство ""Конструкторсько-технологічне бюро ""Судокомпозит""",6950000.0
2000,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",34500000.0
2001,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",37500000.0
2002,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",33500000.0
2003,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",35500000.0
2004,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",33500000.0
2005,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",37500000.0
2006,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",32500000.0
2007,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",32500000.0
2008,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",43500000.0
2009,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",50500000.0
2010,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",54500000.0
2011,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",135000000.0
2012,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",54500000.0
2013,"Державне підприємство ""Науково-дослідний інститут комплексної автоматизації""",32500000.0
2000,Феодосійський казенний оптичний завод,12500000.0
2001,Феодосійський казенний оптичний завод,13500000.0
2002,Феодосійський казенний оптичний завод,15500000.0
2003,Феодосійський казенний оптичний завод,18500000.0
2004,Феодосійський казенний оптичний завод,17500000.0
2005,Феодосійський казенний оптичний завод,18500000.0
2006,Феодосійський казенний оптичний завод,21500000.0
2007,Феодосійський казенний оптичний завод,22500000.0
2008,Феодосійський казенний оптичний завод,27500000.0
2009,Феодосійський казенний оптичний завод,30500000.0
2010,Феодосійський казенний оптичний завод,32500000.0
2011,Феодосійський казенний оптичний завод,35500000.0
2012,Феодосійський казенний оптичний завод,36500000.0
2013,Феодосійський казенний оптичний завод,42500000.0
2000,Державне Південне виробничо-технічне підприємство,6350000.0
2001,Державне Південне виробничо-технічне підприємство,6250000.0
2002,Державне Південне виробничо-технічне підприємство,5350000.0
2003,Державне Південне виробничо-технічне підприємство,4150000.0
2004,Державне Південне виробничо-технічне підприємство,3550000.0
2005,Державне Південне виробничо-технічне підприємство,3450000.0
2006,Державне Південне виробничо-технічне підприємство,2650000.0
2007,Державне Південне виробничо-технічне підприємство,3250000.0
2008,Державне Південне виробничо-технічне підприємство,6150000.0
2009,Державне Південне виробничо-технічне підприємство,6750000.0
2010,Державне Південне виробничо-технічне підприємство,6650000.0
2011,Державне Південне виробничо-технічне підприємство,7350000.0
2012,Державне Південне виробничо-технічне підприємство,14500000.0
2013,Державне Південне виробничо-технічне підприємство,12500000.0
2014,Державне Південне виробничо-технічне підприємство,11500000.0
2015,Державне Південне виробничо-технічне підприємство,9250000.0
2016,Державне Південне виробничо-технічне підприємство,8950000.0
2017,Державне Південне виробничо-технічне підприємство,11500000.0
2018,Державне Південне виробничо-технічне підприємство,10500000.0
2019,Державне Південне виробничо-технічне підприємство,21500000.0
2020,Державне Південне виробничо-технічне підприємство,17378000.0
2000,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",32500000.0
2001,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",31500000.0
2002,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",30500000.0
2003,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",29500000.0
2004,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",29500000.0
2005,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",29500000.0
2006,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",28500000.0
2007,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",28500000.0
2008,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",28500000.0
2009,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",28500000.0
2010,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",27500000.0
2011,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",24500000.0
2012,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",22500000.0
2013,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",17500000.0
2014,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",16500000.0
2015,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",16500000.0
2016,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",16500000.0
2017,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",16500000.0
2018,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",15500000.0
2019,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",15500000.0
2020,"Державне підприємство ""Закарпатське вертолітне виробниче об'єднання""",15249000.0
2000,"Державне підприємство ""Горлівський хімічний завод""",115000000.0
2001,"Державне підприємство ""Горлівський хімічний завод""",115000000.0
2002,"Державне підприємство ""Горлівський хімічний завод""",95500000.0
2003,"Державне підприємство ""Горлівський хімічний завод""",90500000.0
2004,"Державне підприємство ""Горлівський хімічний завод""",72500000.0
2005,"Державне підприємство ""Горлівський хімічний завод""",67500000.0
2006,"Державне підприємство ""Горлівський хімічний завод""",61500000.0
2007,"Державне підприємство ""Горлівський хімічний завод""",48500000.0
2008,"Державне підприємство ""Горлівський хімічний завод""",35500000.0
2009,"Державне підприємство ""Горлівський хімічний завод""",24500000.0
2010,"Державне підприємство ""Горлівський хімічний завод""",22500000.0
2000,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",155000000.0
2001,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",165000000.0
2002,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",155000000.0
2003,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",145000000.0
2004,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",125000000.0
2005,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",105000000.0
2006,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",86500000.0
2007,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",34500000.0
2008,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",21500000.0
2009,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",15500000.0
2010,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",12500000.0
2011,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",13500000.0
2013,"Державне підприємство Виробниче об'єднання ""Луганський верстатобудівний завод""",8250000.0
2000,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",75500000.0
2001,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",75500000.0
2002,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",79500000.0
2003,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",80500000.0
2004,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",81500000.0
2005,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",83500000.0
2006,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",90500000.0
2007,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",115000000.0
2008,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",115000000.0
2009,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",125000000.0
2010,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",125000000.0
2011,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",145000000.0
2012,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",165000000.0
2013,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",175000000.0
2014,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",255000000.0
2015,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",255000000.0
2016,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",305000000.0
2017,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",365000000.0
2018,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",515000000.0
2019,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",455000000.0
2020,"Державне підприємство ""Жулянський машинобудівний завод ""Візар""",482327000.0
2002,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",335000.0
2003,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",285000.0
2004,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",285000.0
2005,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",725000.0
2006,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",665000.0
2007,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",685000.0
2008,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",705000.0
2009,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",575000.0
2010,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",505000.0
2011,"Державне підприємство ""Дослідно-конструкторське бюро ""Промінь""",445000.0
2000,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,48500000.0
2001,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,52500000.0
2002,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,55500000.0
2003,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,54500000.0
2004,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,59500000.0
2005,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,59500000.0
2006,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,66500000.0
2007,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,51500000.0
2008,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,53500000.0
2009,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,55500000.0
2010,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,59500000.0
2011,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,69500000.0
2012,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,73500000.0
2013,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,72500000.0
2014,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,72500000.0
2015,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,71500000.0
2016,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,71500000.0
2017,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,74500000.0
2018,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,74500000.0
2019,Державне підприємство - Львівський науково-дослідний радіотехнічний інститут,185000000.0
2000,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",10500000.0
2001,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",10500000.0
2002,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",11500000.0
2003,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",10500000.0
2004,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",10500000.0
2005,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",10500000.0
2006,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",12500000.0
2007,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",13500000.0
2008,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",12500000.0
2009,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",13500000.0
2010,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",13500000.0
2011,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",11500000.0
2012,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",9150000.0
2013,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",9150000.0
2014,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",9150000.0
2015,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",20500000.0
2016,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",12500000.0
2017,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",11500000.0
2018,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",12500000.0
2019,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",13500000.0
2020,"Державне підприємство ""Науково-дослідний інститут ""Шторм""",21347000.0
2000,Донецький казенний завод хімічних виробів,105000000.0
2001,Донецький казенний завод хімічних виробів,98500000.0
2002,Донецький казенний завод хімічних виробів,97500000.0
2003,Донецький казенний завод хімічних виробів,105000000.0
2004,Донецький казенний завод хімічних виробів,97500000.0
2005,Донецький казенний завод хімічних виробів,115000000.0
2006,Донецький казенний завод хімічних виробів,115000000.0
2007,Донецький казенний завод хімічних виробів,125000000.0
2008,Донецький казенний завод хімічних виробів,485000000.0
2009,Донецький казенний завод хімічних виробів,165000000.0
2010,Донецький казенний завод хімічних виробів,155000000.0
2011,Донецький казенний завод хімічних виробів,195000000.0
2012,Донецький казенний завод хімічних виробів,185000000.0
2013,Донецький казенний завод хімічних виробів,195000000.0
2000,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",4750000.0
2001,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",5250000.0
2002,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",4250000.0
2003,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",4450000.0
2004,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",4850000.0
2005,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",5250000.0
2006,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",5650000.0
2007,"Державне підприємство ""Спеціальне конструкторське бюро ""Спектр""",5450000.0
2000,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2001,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2002,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2003,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2004,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2005,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2006,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2007,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",125000000.0
2008,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2009,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2010,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2011,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",105000000.0
2012,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",115000000.0
2013,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",135000000.0
2014,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",155000000.0
2015,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",175000000.0
2016,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",225000000.0
2017,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",255000000.0
2018,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",255000000.0
2019,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",275000000.0
2020,"Державне підприємство Науково-виробничий комплекс ""Фотоприлад""",333888000.0
2000,"Державне підприємство ""Київський державний завод ""Буревісник""",715000000.0
2001,"Державне підприємство ""Київський державний завод ""Буревісник""",715000000.0
2004,"Державне підприємство ""Київський державний завод ""Буревісник""",78500000.0
2005,"Державне підприємство ""Київський державний завод ""Буревісник""",74500000.0
2006,"Державне підприємство ""Київський державний завод ""Буревісник""",88500000.0
2007,"Державне підприємство ""Київський державний завод ""Буревісник""",125000000.0
2008,"Державне підприємство ""Київський державний завод ""Буревісник""",105000000.0
2009,"Державне підприємство ""Київський державний завод ""Буревісник""",115000000.0
2010,"Державне підприємство ""Київський державний завод ""Буревісник""",125000000.0
2011,"Державне підприємство ""Київський державний завод ""Буревісник""",135000000.0
2012,"Державне підприємство ""Київський державний завод ""Буревісник""",145000000.0
2013,"Державне підприємство ""Київський державний завод ""Буревісник""",155000000.0
2014,"Державне підприємство ""Київський державний завод ""Буревісник""",165000000.0
2015,"Державне підприємство ""Київський державний завод ""Буревісник""",155000000.0
2016,"Державне підприємство ""Київський державний завод ""Буревісник""",155000000.0
2017,"Державне підприємство ""Київський державний завод ""Буревісник""",155000000.0
2018,"Державне підприємство ""Київський державний завод ""Буревісник""",155000000.0
2019,"Державне підприємство ""Київський державний завод ""Буревісник""",145000000.0
2020,"Державне підприємство ""Київський державний завод ""Буревісник""",145677000.0
2000,"Державне підприємство Завод ""Генератор""",81500000.0
2001,"Державне підприємство Завод ""Генератор""",85500000.0
2002,"Державне підприємство Завод ""Генератор""",88500000.0
2003,"Державне підприємство Завод ""Генератор""",96500000.0
2004,"Державне підприємство Завод ""Генератор""",105000000.0
2005,"Державне підприємство Завод ""Генератор""",95000000.0
2006,"Державне підприємство Завод ""Генератор""",105000000.0
2007,"Державне підприємство Завод ""Генератор""",105000000.0
2011,"Державне підприємство Завод ""Генератор""",335000000.0
2012,"Державне підприємство Завод ""Генератор""",325000000.0
2013,"Державне підприємство Завод ""Генератор""",315000000.0
2014,"Державне підприємство Завод ""Генератор""",315000000.0
2015,"Державне підприємство Завод ""Генератор""",325000000.0
2016,"Державне підприємство Завод ""Генератор""",325000000.0
2017,"Державне підприємство Завод ""Генератор""",335000000.0
2018,"Державне підприємство Завод ""Генератор""",335000000.0
2019,"Державне підприємство Завод ""Генератор""",375000000.0
2020,"Державне підприємство Завод ""Генератор""",394040000.0
2005,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",225000.0
2006,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",62500.0
2007,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",62500.0
2008,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",5850000.0
2009,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",8550000.0
2010,"Державне підприємство ""Спеціальна виробничо-технічна база ""Полум'я""",8450000.0
2000,Хімічне казенне об'єднання імені Г.І. Петровського,91500000.0
2001,Хімічне казенне об'єднання імені Г.І. Петровського,70500000.0
2002,Хімічне казенне об'єднання імені Г.І. Петровського,71500000.0
2003,Хімічне казенне об'єднання імені Г.І. Петровського,68500000.0
2004,Хімічне казенне об'єднання імені Г.І. Петровського,70500000.0
2005,Хімічне казенне об'єднання імені Г.І. Петровського,67500000.0
2006,Хімічне казенне об'єднання імені Г.І. Петровського,68500000.0
2007,Хімічне казенне об'єднання імені Г.І. Петровського,195000000.0
2008,Хімічне казенне об'єднання імені Г.І. Петровського,69500000.0
2009,Хімічне казенне об'єднання імені Г.І. Петровського,73500000.0
2010,Хімічне казенне об'єднання імені Г.І. Петровського,70500000.0
2011,Хімічне казенне об'єднання імені Г.І. Петровського,70500000.0
2012,Хімічне казенне об'єднання імені Г.І. Петровського,79500000.0
2013,Хімічне казенне об'єднання імені Г.І. Петровського,68500000.0
2013,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",495000000.0
2014,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",585000000.0
2015,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",725000000.0
2016,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",895000000.0
2017,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",1450000000.0
2018,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",1650000000.0
2019,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2450000000.0
2020,"Державне підприємство ""Запорізьке машинобудівне конструкторське бюро ""Прогрес"" імені академіка О.Г. Івченка",2726369000.0
2000,"Державне підприємство ""Український державний науково-дослідний інститут конструкційних матеріалів ""Прометей""",1550000.0
